,BIR_PRJD_ITEM_008,BIR_PRJD_RT_008A,BIR_PRJD_ORIG_PLN,BIR_PRJD_OVERLAY,BIR_PRJD_CURB,BIR_PRJD_DEV_RPAR,BIR_PRJD_WIDENING,BIR_PRJD_PAINTING,BIR_PRJD_SHOP_PLN,BIR_PRJD_OTHER,BIR_PRJD_RE_DECK,BIR_PRJD_FORM_PRJ,BIR_PRJD_DSGN_CLS,BIR_PRJD_YEAR
7805,S136 08637,2,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
7806,S136 08637,3,,,,,,,,Y,,STD PLAN 1822-A7-R2,,
7807,S136 08987,1,Y,,,,,,,,,F-205(16)-1,H15,1956.0
7808,S136 08987,2,,,,,,,Y,,,9802,,
7809,S136 08987,3,,,Y,,,,,,,STPP-136-5(107)-1C,,2004.0
7810,S136 09104,1,Y,,,,,,,,,205-D,T20,1927.0
7811,S136 09104,2,,,,,,,,Y,,STD PLAN 1800,,
7812,S136 09104,3,,,,,,,,Y,,F-205(16)-2C,,1956.0
7813,S136 09193,1,Y,,,,,,,,,F-205(16)-2,H15,1956.0
7814,S136 09193,2,,,,,,,Y,,,9803,,
7815,S136 09317,1,Y,,,,,,,,,SP-205-D-3,T20,1927.0
7816,S136 09317,2,,,,,,,,Y,,F-205(16),T20,1956.0
7817,S136 09317,3,,,,,,,,Y,,STD PLAN 1822-A2-R2,,1956.0
7818,S136 09557,1,Y,,,,,,,,,SP-205-D-3,T20,1927.0
7819,S136 09557,2,,,,,,,,Y,,F-205(16),T20,1956.0
7820,S136 09557,3,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7821,S136 09596,1,Y,,,,,,,,,SP-205-D-3,T20,1927.0
7822,S136 09596,2,,,,,,,,Y,,F-205(16),T20,1956.0
7823,S136 09596,3,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7824,S136 09777,1,Y,,,,,,,,,F-205(16),T20,1956.0
7825,S136 09777,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7826,S136 09814,1,Y,,,,,,,,,SP-205-D-3,T20,1927.0
7827,S136 09814,2,,,,,,,,Y,,F-205(16),T20,1956.0
7828,S136 09814,3,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7829,S136 10848,1,Y,,,,,,,,,164-B(2),T20,1941.0
7830,S136 10848,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7831,S136 10848,3,,,,,,,,Y,,MISC-136-5(1015)-3C,HS25,2011.0
7832,S136 11811,1,Y,,,,,,,,,164-D(2),T20,1941.0
7833,S136 11811,2,,,,,,,,Y,,STD PLAN 1811-F3,,
7834,S136 12011,1,Y,,,,,,,,,164-D(2)-1C,,1941.0
7835,S136 12297,1,Y,,,,,,,,,164-E(2),T20,1941.0
7836,S136 12297,2,,,,,,,,Y,,STD PLAN 1811-F3,,
7837,S136 12380,1,Y,,,,,,,,,164-A(2),T20,1941.0
7838,S136 12380,2,,,,,,,,Y,,STD PLAN 1811-F3,,
7839,S136 12738,1,Y,,,,,,,,,EACSTPD-136-5(106)-1,HS25,2002.0
7840,S136 12875,1,Y,,,,,,,,,241-A,T20,1936.0
7841,S136 12875,2,,,,,,,,Y,,F-241(3),H15,1954.0
7842,S136 12875,3,,,,,,,,Y,,STD PLAN 1811-C,,
7843,S136 12875,4,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7844,S136 12950,1,Y,,,,,,,,,118-A(5)-1C,T20,1940.0
7845,S136 12950,2,,,,,,,,Y,,F-118(17)-1C,,1960.0
7846,S136 12950,3,,,,,,,,Y,,F-81-1(1018)-11C,HS20,1995.0
7847,S136 13214,1,Y,,,,,,,,,118-A(5)-1,H15,1940.0
7848,S136 13214,2,,,,,Y,,,,,F-118(17)-1,H15,1960.0
7849,S136 13214,3,,,,,,,Y,,,9251,,
7850,S136 13214,4,,,,,,,Y,,,10160,,
7851,S136 13214,5,,,Y,,,,,,,STPP-136-5(108)-1C,,2002.0
7852,S136 13353,1,Y,,,,,,,,,F-136-5(1005)-1C,HS20,1990.0
7853,S136 13494,1,Y,,,,,,,,,118-A(5),T 20,1941.0
7854,S136 13494,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7855,S136 13494,3,,,,,,,,Y,,F-118(17),T 20,1960.0
7856,S136 13494,4,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7857,S136 14276,1,Y,,,,,,,,,"NH-136-6(109)-3C,404-R1",HS20,1994.0
7858,S136 14840,1,Y,,,,,,,,,NH-136-6(109)STD1207,HS20,1994.0
7859,S136 14931,1,Y,,,,,,,,,F-118(18)-1,HS20,1971.0
7860,S136 14931,2,,,,,,,Y,,,10749,,
7861,S136 14943,1,Y,,,,,,,,,F-118(18)-1C,HS20,1971.0
7862,S136 14969,1,Y,,,,,,,,,WPGH-118-B-5,H15,1935.0
7863,S136 14969,2,,,,,Y,,,,,FG-118(21)-1,HS20,1971.0
7864,S136 14969,3,,,,,,,Y,,,8876,,
7865,S136 14969,4,,,,,,,Y,,,10747,,
7866,S136 15156,1,Y,,,,,,,,,WPH-25-1C,T20,1936.0
7867,S136 15156,2,,,,,,,,Y,,STD PLAN 1811-C,,
7868,S136 15156,3,,,,,,,,Y,,F-25(16)-2C,HS20,1968.0
7869,S136 15171,1,Y,,,,,,,,,F-25(16)-3C,,1968.0
7870,S136 15223,1,Y,,,,,,,,,F-25(16)-3C,,1968.0
7871,S136 17726,1,Y,,,,,,,,,WPMH-25-B-4,H15,1937.0
7872,S136 17726,2,,,,,,Y,,,,136(177.26),,1972.0
7873,S136 17726,3,,Y,Y,,,,,Y,,136(177.26)-1,,1975.0
7874,S136 17726,4,,,,,,,Y,,,9008,,
7875,S136 17726,5,,,,,,Y,,,,136(177.26),,1985.0
7876,S136 17726,6,,,,,,,,Y,,STR-77-1(129)-2C,,2009.0
7877,S136 18020,1,Y,,,,,,,,,NH-BRF-136-6(108)-1,HS25,1992.0
7878,S136 18020,2,,,,,,,Y,,,12224,,1992.0
7879,S136 18460,1,Y,,,,,,,,,NH-BRF-136-6(108)-2,HS25,1992.0
7880,S136 18460,2,,,,,,,Y,,,12224,,
7881,S136 18607,1,Y,,,,,,,,,NH-BRF-136-6(108)-12C,HS20,1992.0
7882,S136 19041,1,Y,,,,,,,,,STPD-BR-136-6(112)-1,HS25,1994.0
7883,S136 19063,1,Y,,,,,,,,,STPD-BR-136-6(112)-2,HS25,1994.0
7884,S136 19187,1,Y,,,,,,,,,STPD-BR-136-6(112)-3,HS25,1994.0
7885,S136 19707,1,Y,,,,,,,,,NH-136-7(116)-1,HS25,1992.0
7886,S136 19707,2,,,,,,,Y,,,12178,,1992.0
7887,S136 19906,1,Y,,,,,,,,,NH-136-7(116)-2,HS25,1992.0
7888,S136 19906,2,,,,,,,Y,,,12178,,1992.0
7889,S136 20392,1,Y,,,,,,,,,F-43(2)-1,H15,1955.0
7890,S136 20392,2,,,,,,,Y,,,9671,,
7891,S136 20392,3,,Y,,Y,,,,,,136(203.92),,1982.0
7892,S136 20392,4,,,,,,,Y,,,11408,,1983.0
7893,S136 20392,5,,,,,Y,,,,Y,F-136-7(1014)-1,HS20,1991.0
7894,S136 20392,6,,,,,,,Y,,,12108,,
7895,S136 20404,1,Y,,,,,,,,,F-136-7(1014)-2,HS20,1991.0
7896,S136 20404,2,,,,,,,Y,,,12108,,
7897,S136 20917,1,Y,,,,,,,,,F-43(2)_3,H15,1955.0
7898,S136 20917,2,,,,,,,Y,,,9670,,
7899,S136 20917,3,,,,,,,,Y,,F-BHF-136-7(114)-1,,1991.0
7900,S136 20917,4,,,,,,,Y,,,12119,,
7901,S136 20939,1,Y,,,,,,,,,F-43(2)-4,H15,1955.0
7902,S136 20939,2,,,,,,,Y,,,9672,,
7903,S136 20939,3,,,,,Y,,,,,F-BHF-136-7(114)-2,HS20,1991.0
7904,S136 20939,4,,,,,,,Y,,,12119,,
7905,S136 21067,1,Y,,,,,,,,,255-(B)2,T20,1939.0
7906,S136 21067,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7907,S136 21086,1,Y,,,,,,,,,S-136-7(1018)-10C-11C,HS20,1999.0
7908,S136 21259,1,Y,,,,,,,,,136(212.58),H20,1975.0
7909,S136 21259,2,,,,,,,Y,,,10913,,
7910,S136 21474,1,Y,,,,,,,,,F-255(9)-1,HS20,1964.0
7911,S136 21474,2,,,,,,,Y,,,10443,,
7912,S136 21964,1,Y,,,,,,,,,255-A(2),T20,1939.0
7913,S136 21964,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7914,S136 21964,3,,,,,,,,Y,,F-255(9)-4C,,1964.0
7915,S136 21964,4,,,,,,,,Y,,EACSTPD-136-7(117)-1C,HS20,1996.0
7916,S136 22135,1,Y,,,,,,,,,EACSTPD-136-7(117)-1,HS25,1996.0
7917,S136 22495,1,Y,,,,,,,,,116-B(2),T 20,1940.0
7918,S136 22495,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7919,S136 22863,1,Y,,,,,,,,,116-1(2)-1,,1939.0
7920,S136 22863,2,,,,,Y,,,,,F-136-7(1015)-1,HS20,1991.0
7921,S136 23131,1,Y,,,,,,,,,RS-137-4(102)-1,HS20,1972.0
7922,S136 23131,2,,,,,,,Y,,,10803,,
7923,S136 23131,3,,Y,,,,,,Y,,S-137-4(1005)-1C,HS20,1965.0
7924,S136 23131,4,,,,,Y,,,,,S-136-7(1013)-1,HS20,2001.0
7925,S136 23172,1,Y,,,,,,,,,F-472(3),T20,1965.0
7926,S136 23172,2,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
7927,S136 23172,3,,,,,Y,,,,,S-136-7(1013)-4C,HS20,2001.0
7928,S136 23246,1,Y,,,,,,,,,F-472(2),H15,1975.0
7929,S136 24018,1,Y,,,,,,,,,UNKNOWN,,1939.0
7930,S137 00121,1,Y,,,,,,,,,RS-17(9)-1C,HS20,1972.0
7931,S137 01328,1,Y,,,,,,,,,RS-137-4(102)-1,HS20,1972.0
7932,S137 01328,2,,,,,,,Y,,,10803,,
7933,S137 01328,3,,Y,,,,,,,,S-137-4(1005)-1C,,
7934,S138 00401,1,Y,,,,,,,,,WPH-287-A-7,H15,1935.0
7935,S138 00401,2,,,,,Y,,,,,287-A(3)-1,H15,1944.0
7936,S138 00401,3,,,,,,,Y,,,8868,,
7937,S138 00450,1,Y,,,,,,,,,STPD-138-2(108)-1,HL93,2013.0
7938,S138 00513,1,Y,,,,,,,,,BRF-138-2(103)-1C,HS20,1986.0
7939,S138 00513,2,,,,,,,,Y,,STPD-138-2(107),,2013.0
7940,S138 00654,1,Y,,,,,,,,,BRF-138-2(103)STD.1310,HS20,1986.0
7941,S138 00654,2,,,,,,,,Y,,STPD-138-2(107)-6C,HL93,2013.0
7942,S138 00935,1,Y,,,,,,,,,STPD-138-2(107)-10C,HL93,2013.0
7943,S138 00970,1,Y,,,,,,,,,287-B-3C,T20,1935.0
7944,S138 01048,1,Y,,,,,,,,,SF-56201-1,H15,1951.0
7945,S138 01048,2,,,,,,,Y,,,9552,,
7946,S138 01048,3,,Y,,,Y,,,,,STPD-BR-30-1(110)-3,HS20,1997.0
7947,S159 00771,1,Y,,,,,,,,,F-5(26)-1,HS20,1964.0
7948,S159 00816,1,Y,,,,,,,,,F-159-7(1005)-2,HS25,1995.0
7949,S159 00912,1,Y,,,,,,,,,F-149-7(1005)STD1310,HS20,1995.0
7950,S159 01306,1,Y,,,,,,,,,FAGM-447(3)-1,H15,1940.0
7951,S159 01306,2,,,,,,,Y,,,9217,,
7952,S159 01373,1,Y,,,,,,,,,BR-159-7(109)-1,HL93,2010.0
7953,S180 00079,1,Y,,,,,,,,,M-5254(5)-1,HS20,1991.0
7954,S180 00079,2,,,,,,,Y,,,12079,,
7955,S180 00079,3,,,,,,,Y,,,12085,,
7956,S180 00079R,1,Y,,,,,,,,,F-133-2(105)-1,,1982.0
7957,S180 00144,1,Y,,,,,,,,,I-180-9(64)-7C,,1960.0
7958,S180 00164,1,Y,,,,,,,,,I-180-9(64)-2 ALT,HS20,1961.0
7959,S180 00164,2,,,,,,,Y,,,10242,,
7960,S180 00164,3,,,Y,,,,,,,IR-80-9(1028),,1988.0
7961,S180 00205,1,Y,,,,,,,,,I-180-9(64)-3 ALT.,HS20,1961.0
7962,S180 00205,2,,,,,,,Y,,,10243,,
7963,S180 00205,3,,Y,,,,,,,,I-180-9(359),,1976.0
7964,S180 00205,4,,,,,,,Y,,,10927,,
7965,S180 00205,5,,,Y,,,,,,,IR-180-9(481),,1982.0
7966,S180 00205,6,,,,,,,Y,,,11298,,
7967,S180 00206,1,Y,,,,,,,,,I-180-9(64)-3 ALT.,HS20,1961.0
7968,S180 00206,2,,,,,,,Y,,,10243,,
7969,S180 00206,3,,Y,,,,,,,,I-180-9(359),,1976.0
7970,S180 00206,4,,,,,,,Y,,,10927,,
7971,S180 00206,5,,,Y,,,,,,,IR-180-9(481),,1982.0
7972,S180 00206,6,,,,,,,Y,,,11298,,
7973,S180 00228L,1,Y,,,,,,,,,RS-137-4(102)-1,HS20,1972.0
7974,S180 00228L,2,,,,,,,Y,,,10244,,
7975,S180 00228L,3,,Y,,,,,,,,I-180-9(360)-1,,1976.0
7976,S180 00228L,4,,,Y,,,,,,,IR-180-9(481)-3,,1982.0
7977,S180 00228L,5,,,,,,,Y,,,11298,,
7978,S180 00228L,6,,,,,Y,,,,Y,IM-BH-180-9(519)-2,HS20,2001.0
7979,S180 00228R,1,Y,,,,,,,,,I-180-9(65)-1,HS20,1961.0
7980,S180 00228R,2,,,,,,,Y,,,10244,,
7981,S180 00228R,3,,Y,,,,,,,,I-180-9(360)-1,,1976.0
7982,S180 00228R,4,,,Y,,,,,,,IR-180-9(481)-3,,1982.0
7983,S180 00228R,5,,,,,,,Y,,,11298,,
7984,S180 00228R,6,,,,,Y,,,,Y,IM-BH-180-9(519)-2,HS20,2001.0
7985,S180 00255,1,Y,,,,,,,,,I-180-9(65)-2 ORIG,HS20,1961.0
7986,S180 00255,2,,,,,,,Y,,,10252,,
7987,S180 00262L,1,Y,,,,,,,,,I-180-9(65)-3,HS20,1961.0
7988,S180 00262L,2,,,,,,,Y,,,10251,,
7989,S180 00262L,3,,Y,,,,,,,,I-180-9(354),,1975.0
7990,S180 00262L,4,,,,,,,Y,,,10906,,
7991,S180 00262L,5,,,Y,,,,,,,IR-180-9(481)-4,,1982.0
7992,S180 00262L,6,,,,,,,Y,,,11298,,
7993,S180 00262R,1,Y,,,,,,,,,I-180-9(65)-3,HS20,1961.0
7994,S180 00262R,2,,,,,,,Y,,,10251,,
7995,S180 00262R,3,,Y,,,,,,,,I-180-9(354),,1975.0
7996,S180 00262R,4,,,,,,,Y,,,10906,,
7997,S180 00262R,5,,,Y,,,,,,,IR-180-9(481)-4,,1982.0
7998,S180 00262R,6,,,,,,,Y,,,11298,,
7999,S180 00262R,7,,,,,Y,,,Y,,EACIM-180-9(551)-1,MS22,1996.0
8000,S180 00283L,1,Y,,,,,,,,,EACIM-180-9(551)-2,HS25,1996.0
8001,S180 00283R,1,Y,,,,,,,,,EACIM-180-9(551)-2,MS22,1996.0
8002,S180 00297L,1,Y,,,,,,,,,EACIM-180-9(551)-4,HS25,1996.0
8003,S180 00297R,1,Y,,,,,,,,,TMT-183-2(1004)-1,HS20,2002.0
8004,S180 00323L,1,Y,,,,,,,,,EACIM-180-9(551)-7,HS25,1996.0
8005,S180 00323R,1,Y,,,,,,,,,EACIM-180-9(551)-5,MS22,1996.0
8006,S183 00064,1,Y,,,,,,,,,796-A,H15,1950.0
8007,S183 00064,2,,,,,,,Y,,,9528,,
8008,S183 00064,3,,,,,Y,,,,,F-BHF-183-1(111)-1,HS20,1991.0
8009,S183 00064,4,,,,,,,Y,,,12102,,
8010,S183 00594,1,Y,,,,,,,,,796-A,H15,1950.0
8011,S183 00594,2,,,,,,Y,,,,183(5.94),,
8012,S183 00594,3,,,,,,,Y,,,9527,,
8013,S183 00594,4,,,,,Y,,,,,F-BHF-183-1(111)-2,HS20,1991.0
8014,S183 00594,5,,,,,,,Y,,,12102,,
8015,S183 00594,6,,,,,,,,Y,,STP-183-1(115)-,,2011.0
8016,S183 01755,1,Y,,,,,,,,,F-308(7),T20,1962.0
8017,S183 01755,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
8018,S183 01755,3,,,,,,,,Y,,NH-183-1(109)STD 1206 EXT,HS20,1993.0
8019,S183 01917L,1,Y,,,,,,,,,UNKNOWN,,
8020,S183 01917L,2,,,,,,,,Y,,NH-183-1(109)-2C EXTENDED,HS20,1993.0
8021,S183 02243,1,Y,,,,,,,,,F-183-1(1006)-1 ORIG,HS20,1988.0
8022,S183 02243,2,,,,,,,Y,,,11792,,
8023,S183 03165,1,Y,,,,,,,,,F-183-1(1010)-1C,HS20,1996.0
8024,S183 03487,1,Y,,,,,,,,,F-183-1(1011)-1C,,1995.0
8025,S183 03964,1,Y,,,,,,,,,52-A(2)-1C,T20,1940.0
8026,S183 03964,2,,,,,,,,Y,,F-52(8)-1C,,1953.0
8027,S183 03964,3,,,,,,,,Y,,NH-BRF-183-1(107)-4CEXT.,HS20,1993.0
8028,S183 04603,1,Y,,,,,,,,,NH-BRF-183-1(107)-1,HS25,1993.0
8029,S183 04603,2,,,,,,,Y,,,12278,,
8030,S183 04720,1,Y,,,,,,,,,F-174(4)-1,H20,1963.0
8031,S183 04720,2,,,,,,,Y,,,10353,,
8032,S183 04720,3,,Y,,,,,,Y,,183(47.20),,1978.0
8033,S183 04720,4,,,Y,,,,,,,STPD-BR-183-2(104)-3C,,1993.0
8034,S183 04841,1,Y,,,,,,,,,174-A(2)-1,H15,1940.0
8035,S183 04841,2,,,,,,,Y,,,9253,,
8036,S183 04841,3,,,,,,,,Y,,STPD-BR-183-2(104)-1,HS25,1993.0
8037,S183 04841,4,,,,,,,Y,,,12287,,
8038,S183 04864,1,Y,,,,,,,,,174-A(2)-1C,,1940.0
8039,S183 04864,2,,,,,,,,Y,,STPD-BR-183-2(104)STD1207,HS20,1993.0
8040,S183 04883,1,Y,,,,,,,,,174-A(2),T20,1940.0
8041,S183 04883,2,,,,,,,,Y,,STD PLAN 1811-F3,,
8042,S183 04883,3,,,,,,,,Y,,STPD-BR-183-2(104)STD1305,HS20,1993.0
8043,S183 04906,1,Y,,,,,,,,,STPD-BR-183-2(104)-2,HS20,1993.0
8044,S183 04981,1,Y,,,,,,,,,TMT-183-2(1004)-1,HS20,2002.0
8045,S183 05048,1,Y,,,,,,,,,F-483(1)-1,H20,1963.0
8046,S183 05048,2,,,,,,,Y,,,10394,,
8047,S183 05048,3,,Y,,,Y,,,,,STPD-183-2(107)-1,,
8048,S183 05351,1,Y,,,,,,,,,174-A(2),T20,1940.0
8049,S183 05351,2,,,,,,,,Y,,STD PLAN 1811-F3,,
8050,S183 05351,3,,,,,,,,Y,,STPD-BR-183-2(104)STD1305,HS20,1993.0
8051,S183 06281,1,Y,,,,,,,,,F-483(3)-1,H20,1963.0
8052,S183 06281,2,,,,,,,Y,,,10427,,
8053,S183 06281,3,,,Y,,,,,,,STPD-183-2(107)-3C,,2003.0
8054,S183 06465,1,Y,,,,,,,,,F-483(5)-1,H20,1963.0
8055,S183 06465,2,,,,,,,Y,,,10378,,
8056,S183 06465,3,,,Y,,,,,,,F-183-2(1001)-1C,,1986.0
8057,S183 06465,4,,,,,Y,,,,Y,STPD-183-2(109)-1,HS25,2005.0
8058,S183 06898,1,Y,,,,,,,,,F-483(7)-1C,HS20,1966.0
8059,S183 06898,2,,,,,,,,Y,,STPD-183-2(109)-2C,HS20,2005.0
8060,S183 07078,1,Y,,,,,,,,,F-483(7)-1C,HS20,1966.0
8061,S183 07078,2,,,,,,,,Y,,STPD-183-2(109)-3C,HS20,2005.0
8062,S183 07215,1,Y,,,,,,,,,BR-BH-183-2(103)-1,HS25,1995.0
8063,S183 07981,1,Y,,,,,,,,,PEP-S-183-3(1018)-1,MS22,1996.0
8064,S183 08024,1,Y,,,,,,,,,FAS-405-B,T20,1938.0
8065,S183 08024,2,,,,,,,,Y,,STD PLAN 1811-F2,,
8066,S183 08175,1,Y,,,,,,,,,WPSO-405-A,T20,1936.0
8067,S183 08175,2,,,,,,,,Y,,STD PLAN 1811-C,,
8068,S183 08639,1,Y,,,,,,,,,F-483(2),T20,1963.0
8069,S183 08639,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
8070,S183 08709,1,Y,,,,,,,,,F-483(2),T20,1963.0
8071,S183 08709,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
8072,S183 08867,1,Y,,,,,,,,,F-2-3(1007)-1,HS20,1978.0
8073,S183 08867,2,,,,,,,Y,,,11038,,
8074,S183 08867,3,,,Y,,,,,,,"S-2-3(1019)2C,3C",,2000.0
8075,S183 08904,1,Y,,,,,,,,,FG-327(5)-1,H20,1958.0
8076,S183 08904,2,,,,,,,Y,,,9986,,
8077,S183 08934,1,Y,,,,,,,,,F-537(8)-1,H15,1958.0
8078,S183 08934,2,,,,,,,Y,,,9987,,
8079,S183 09361,1,Y,,,,,,,,,F-42(14),T20,1961.0
8080,S183 09361,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
8081,S183 09677,1,Y,,,,,,,,,F-183-3(1012)-2C,HS20,1992.0
8082,S183 09901,1,Y,,,,,,,,,F-42(13)-1,H20,1959.0
8083,S183 09901,2,,Y,Y,,,,,Y,,STP-183-3(116)-1,HS20,2012.0
8084,S183 09927,1,Y,,,,,,,,,F-42(13)-2,H20,1959.0
8085,S183 09927,2,,,,,,,Y,,,10113,,
8086,S183 09927,3,,,Y,,,,,,,STPP-STWD(52)-1C,,2002.0
8087,S183 09927,4,,Y,,,,,,Y,,STP-183-3(116)-2,HS20,2012.0
8088,S183 10638,1,Y,,,,,,,,,F-42(13)_3,H20,1959.0
8089,S183 10638,2,,,,,,,Y,,,10113,,
8090,S183 10638,3,,Y,Y,,,,,Y,,STP-183-3(116-3,HS20,2012.0
8091,S183 11217,1,Y,,,,,,,,,S-537(4)-1,H15,1954.0
8092,S183 11217,2,,,,,,,Y,,,9654,,
8093,S183 11356,1,Y,,,,,,,,,S-537(4)-2,H15,1954.0
8094,S183 11356,2,,,,,,,Y,,,9655,,
8095,S183 11375,1,Y,,,,,,,,,S-537(4)-3,H15,1954.0
8096,S183 11375,2,,,,,,,Y,,,9661,,
8097,S183 11396,1,Y,,,,,,,,,S-537(4)-5,H15,1954.0
8098,S183 11396,2,,,,,,,Y,,,9652,,
8099,S183 11579,1,Y,,,,,,,,,S-537(2),T20,1952.0
8100,S183 11579,2,,,,,,,,Y,,STD PLAN 1822-A2-R1,,
8101,S183 11579,3,,,,,,,,Y,,STPD-183-3(115),,2011.0
8102,S183 12438,1,Y,,,,,,,,,F-42(15)-1,H20,1963.0
8103,S183 12438,2,,,,,,,Y,,,10399,,
8104,S183 12438,3,,,,,,,,Y,,ER-183-3(117)-1,HS20,2012.0
8105,S183 13617,1,Y,,,,,,,,,F-42(16)-1,H20,1966.0
8106,S183 13617,2,,,,,,,Y,,,10518,,
8107,S183 13617,3,,Y,,,Y,,,,,F-183-3(1015)-1,HS20,1998.0
8108,S183 14474,1,Y,,,,,,,,,F-42(12),T20,1961.0
8109,S183 14474,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
8110,S183 14474,3,,,,,,,,Y,,S-183-3(1014)-1C,HS20,1999.0
8111,S183 19422,1,Y,,,,,,,,,S-549(1),T20,1954.0
8112,S183 19422,2,,,,,,,,Y,,STD PLAN 1822-A3-R1,,
8113,S183 19422,3,,,,,,,,Y,,F-183-4(1002) STD 1306,HS20,1987.0
8114,S183 20252,1,Y,,,,,,,,,STPD-183-4(108)-2,HS25,2001.0
8115,S183 20723,1,Y,,,,,,,,,WPGS-332-B-1,H15,1936.0
8116,S183 21523,1,Y,,,,,,,,,F-137(7)-1,H20,1959.0
8117,S183 21523,2,,,,,,,Y,,,10032,,
8118,S183 21523,3,,,Y,,,,,,,F-183-4(1003)-3C,HS20,1987.0
8119,S183 22319,1,Y,,,,,,,,,F-137(9)-1,H20,1961.0
8120,S183 22319,2,,,,,,,Y,,,10228,,
8121,S183 22319,3,,Y,,,Y,,,,,F-183-4(1004)-1,HS20,1989.0
8122,S250 03766,1,Y,,,,,,,,,EACSTPD-250-4(101)-1,HS25,2003.0
8123,S250 04552,1,Y,,,,,,,,,WPGS-332-B-1,H15,1936.0
8124,S275 01567,1,Y,,,,,,,,,NH-275-4(104)-5C,HS20,2000.0
8125,S275 01781,1,Y,,,,,,,,,F-200(7),T20,1966.0
8126,S275 01781,2,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
8127,S275 01781,3,,,,,,,,Y,,STD PLAN 1822-A6-R2,,
8128,S275 01781,4,,,,,,,,Y,,NH-275-4(104)-7C,HS20,2000.0
8129,S275 02146,1,Y,,,,,,,,,F-275-4(101)-1,HS20,1979.0
8130,S275 02146,2,,,,,,,Y,,,11127,,
8131,S275 02146,3,,,Y,,,,,,,HN-275-4(104)-1C,HS20,2000.0
8132,S275 02170,1,Y,,,,,,,,,F-275-4(101)-7C,HS20,1979.0
8133,S275 02373,1,Y,,,,,,,,,S-275-4(101)-2,HS20,1979.0
8134,S275 02373,2,,,,,,,Y,,,11127,,
8135,S275 02650,1,Y,,,,,,,,,WPGH-139-6,T20,1936.0
8136,S275 02650,2,,,,,,,,Y,,STD PLAN 1811-C,,
8137,S275 02650,3,,,,,,,,Y,,F-275-4(101)-10C,,1979.0
8138,S275 03181,1,Y,,,,,,,,,F-139(37)-1,H20,1959.0
8139,S275 03181,2,,,,,,,Y,,,10056,,
8140,S275 03181,3,,,,,Y,,,,,F-BHF-275-5(106)-1,HS20,1985.0
8141,S275 03181,4,,,,,,,Y,,,11563,,1985.0
8142,S275 03272,1,Y,,,,,,,,,F-139(37)-2,H20,1954.0
8143,S275 03272,2,,,,,,,Y,,,10057,,
8144,S275 03272,3,,,,,Y,,,,,F-BHF-275-5(106)-2,HS20,1985.0
8145,S275 03272,4,,,,,,,Y,,,11563,,1985.0
8146,S275 03272,5,,,,Y,,,,,,STR-D3(1003)-6C,,1999.0
8147,S275 03493,1,Y,,,,,,,,,139-C(6),T20,1938.0
8148,S275 03493,2,,,,,,,,Y,,STD PLAN 1811-F3,,
8149,S275 03493,3,,,,,,,,Y,,F-BHF-275-5(106)STD 1308,HS20,1986.0
8150,S275 03501,1,Y,,,,,,,,,139-C(6)-1C,T20,1938.0
8151,S275 03501,2,,,,,,,,Y,,F-BHF-275-5(106)-1C,HS20,1986.0
8152,S275 03596,1,Y,,,,,,,,,139-C(6)-1,H15,1938.0
8153,S275 03596,2,,,,,,,Y,,,9090,,
8154,S275 03596,3,,,,,Y,,,,,F-BHF-275-5(106)-3,HS20,1985.0
8155,S275 03596,4,,,,,,,Y,,,11563,,1985.0
8156,S275 03651,1,Y,,,,,,,,,139-C(6)-2C,T20,1938.0
8157,S275 03651,2,,,,,,,,Y,,F-BHF-275-5(106)-2C,HS20,1986.0
8158,S275 03757,1,Y,,,,,,,,,139-C(6),T20,1938.0
8159,S275 03757,2,,,,,,,,Y,,STD PLAN 1811-F3,,
8160,S275 03757,3,,,,,,,,Y,,F-BHF-275-5(106)-4C,HS20,1986.0
8161,S275 03859,1,Y,,,,,,,,,139-C(6)-3C,T20,1938.0
8162,S275 03859,2,,,,,,,,Y,,F-BHF-275-5(106)-6C,HS20,1986.0
8163,S275 03900,1,Y,,,,,,,,,F-459(1)-1,H15,1947.0
8164,S275 03900,2,,,,,,,Y,,,9401,,
8165,S275 03900,3,,,,Y,,,,,,SF-8-6(1003),,1989.0
8166,S275 03900,4,,,,,,,Y,,,11969,,
8167,S275 03900,5,,,,Y,,,,,,STR-D3(1020)-3C,,2008.0
