structureNumber,intervention
S080 41336,Yes
S080 41341,No
S080 41444,Yes
S080 41465L,Yes
S080 41465R,Yes
S080 41527,Yes
S080 41527,Yes
S080 41527,Yes
S080 41653R,Yes
S080 41673,Yes
S080 41814,No
S080 41856L,No
S080 41856L,No
S080 41856R,No
S080 41856R,No
S080 41944,Yes
S080 41953,No
S080 42094,Yes
S080 42215L,Yes
S080 42215R,Yes
S080 42235,Yes
S080 42270L,Yes
S080 42270R,Yes
S080 42350,No
S080 42626,Yes
S080 42626,Yes
S080 42666,Yes
S080 42666,Yes
S080 42697L,Yes
S080 42697R,Yes
S080 42729L,Yes
S080 42729R,Yes
S080 42770L,Yes
S080 42770R,Yes
S080 42831L,Yes
S080 42831R,Yes
S080 43063,Yes
S080 43087,No
S080 43297,Yes
S080 43297,Yes
S080 43418,Yes
S080 43555,Yes
S080 43776,Yes
S080 43922,Yes
S080 43922,Yes
S080 43922L,Yes
S080 43922L,Yes
S080 43922L,Yes
S080 44066,Yes
S080 44066,Yes
S080 44066,Yes
S080 44066,Yes
S080 44066,Yes
S080 44207,Yes
S080 44207,Yes
S080 44207,Yes
S080 44207,Yes
S080 44207,Yes
S080 44207,Yes
S080 44207,Yes
S080 44207R,No
S080 44207R,No
S080 44207R,No
S080 44207R,No
S080 44207R,No
S080 44207R,No
S080 44207R,No
S080 44292,No
S080 44324,No
S080 44342,Yes
S080 44443,No
S080 44443,No
S080 44443,No
S080 44459,Yes
S080 44459,Yes
S080 44459,Yes
S080 44459,Yes
S080 44459,Yes
S080 44507,Yes
S080 44507,Yes
S080 44507,Yes
S080 44507,Yes
S080 44508,No
S080 44508,No
S080 44508,No
S080 44537,No
S080 44537,No
S080 44537,No
S080 44572,No
S080 44574L,Yes
S080 44574R,Yes
S080 44575,Yes
S080 44576,Yes
S080 44577,Yes
S080 44602,Yes
S080 44606L,Yes
S080 44606L,Yes
S080 44606R,Yes
S080 44606R,Yes
S080 44625,No
S080 44725,No
S080 44827L,Yes
S080 44827L,Yes
S080 44827L,Yes
S080 44827L,Yes
S080 44827L,Yes
S080 44827L,Yes
S080 44827L,Yes
S080 44827R,Yes
S080 44827R,Yes
S080 44827R,Yes
S080 44827R,Yes
S080 44827R,Yes
S080 44827R,Yes
S080 44827R,Yes
S080 44827R,Yes
S080 44846A,Yes
S080 44846A,Yes
S080 44846L,No
S080 44846L,No
S080 44846L,No
S080 44846L,No
S080 44846L,No
S080 44846R,Yes
S080 44846R,Yes
S080 44846R,Yes
S080 44846R,Yes
S080 44846R,Yes
S080 44846R,Yes
S080 44846R,Yes
S080 44927L,Yes
S080 44927L,Yes
S080 44927L,Yes
S080 44927L,Yes
S080 44927L,Yes
S080 44927L,Yes
S080 44927R,Yes
S080 44927R,Yes
S080 44927R,Yes
S080 44927R,Yes
S080 44927R,Yes
S080 44927R,Yes
S080 44984,Yes
S080 44984,Yes
S080 44984,Yes
S080 44984,Yes
S080 44984,Yes
S080 44984,Yes
S080 44984L,No
S080 44984L,No
S080 44984L,No
S080 44984L,No
S080 44984R,No
S080 44984R,No
S080 44984R,No
S080 44984R,No
S080 45014L,No
S080 45014L,No
S080 45014L,No
S080 45014L,No
S080 45014R,No
S080 45014R,No
S080 45014R,No
S080 45014R,No
S080 45028L,Yes
S080 45028L,Yes
S080 45028L,Yes
S080 45028L,Yes
S080 45028L,Yes
S080 45028L,Yes
S080 45028R,Yes
S080 45028R,Yes
S080 45028R,Yes
S080 45028R,Yes
S080 45028R,Yes
S080 45103L,Yes
S080 45103L,Yes
S080 45103L,Yes
S080 45103L,Yes
S080 45103L,Yes
S080 45103R,Yes
S080 45103R,Yes
S080 45103R,Yes
S080 45103R,Yes
S080 45103R,Yes
S080 45180L,Yes
S080 45180L,Yes
S080 45180L,Yes
S080 45180R,Yes
S080 45180R,Yes
S080 45231,No
S080 45252,No
S080 45252,No
S080 45252,No
S080 45252,No
S080 45252,No
S080 45252,No
S080 45252L,No
S080 45252L,No
S080 45252L,No
S080 45252L,No
S080 45252L,No
S080 45252L,No
S080 45252L,No
S080 45252R,No
S080 45252R,No
S080 45252R,No
S080 45252R,No
S080 45252R,No
S080 45252R,No
S080 45266,Yes
S080 45266,Yes
S080 45283L,No
S080 45283R,No
S080 45294,No
S080 45294,No
S080 45297,Yes
S080 45297A,No
S080 45297A,No
S080 45297A,No
S080 45298A,Yes
S080 45298A,Yes
S080 45298L,No
S080 45298R,No
S080 45301,Yes
S080 45303A,Yes
S080 45303A,Yes
S080 45303A,Yes
S080 45303B,Yes
S080 45303B,Yes
S080 45308,Yes
S080 45308,Yes
S080 45308,Yes
S080 45314L,No
S080 45314R,No
S080 45316,No
S080 45334,Yes
S080 45335,Yes
S080 45337,No
S080 45337,No
S080 45337,No
S080 45337,No
S080 45361,No
S080 45389,Yes
S080 45389,Yes
S080 45413,Yes
S080 45413,Yes
S080 45433,Yes
S080 45433,Yes
S080 45461,Yes
S080 45461,Yes
S080 45531R,Yes
S080 45531R,Yes
S080 45531R,Yes
S081 00485,No
S081 00485,No
S081 00485,No
S081 00485,No
S081 00485L,Yes
S081 00485R,No
S081 00485R,No
S081 00485R,No
S081 00485R,No
S081 01069,Yes
S081 01147,Yes
S081 01200,Yes
S081 01219L,Yes
S081 01219R,Yes
S081 01235,Yes
S081 01625,Yes
S081 01625,Yes
S081 01662L,Yes
S081 01662R,Yes
S081 01847L,Yes
S081 01847L,Yes
S081 01847L,Yes
S081 01847L,Yes
S081 01847R,Yes
S081 01856L,No
S081 01856L,No
S081 01856L,No
S081 01856R,Yes
S081 02180,Yes
S081 02180,Yes
S081 02180,Yes
S081 02540,Yes
S081 02540,Yes
S081 02540,Yes
S081 02723,No
S081 02723,No
S081 02723L,No
S081 02910,No
S081 02910,No
S081 03750L,Yes
S081 03750R,Yes
S081 03905,No
S081 03905,No
S081 03932L,Yes
S081 03932R,Yes
S081 04335,Yes
S081 04546L,No
S081 04546L,No
S081 04546L,No
S081 04546L,No
S081 04546L,No
S081 04546R,Yes
S081 05152L,No
S081 05152L,No
S081 05152R,Yes
S081 05220,Yes
S081 05250L,Yes
S081 05250R,Yes
S081 05362L,Yes
S081 05362R,No
S081 05542,No
S081 06123,Yes
S081 06204,Yes
S081 06204,Yes
S081 06259,Yes
S081 06464,No
S081 06464,No
S081 06464,No
S081 06780,No
S081 06780,No
S081 06780,No
S081 07797,No
S081 07797,No
S081 07815,No
S081 07815,No
S081 08265,No
S081 08265,No
S081 08543,No
S081 08543,No
S081 08578,Yes
S081 10734A,No
S081 10736,No
S081 10748,No
S081 10761,No
S081 10761L,No
S081 10761R,No
S081 10787,No
S081 10787L,No
S081 10787R,No
S081 10880,Yes
S081 10942L,Yes
S081 10942L,Yes
S081 10942L,Yes
S081 10942R,Yes
S081 10942R,Yes
S081 10997,Yes
S081 11485,Yes
S081 11485,Yes
S081 11485,Yes
S081 11598,Yes
S081 11938L,No
S081 11938R,Yes
S081 11938R,Yes
S081 11978L,Yes
S081 11978R,Yes
S081 12016L,Yes
S081 12016R,Yes
S081 12051L,Yes
S081 12051R,Yes
S081 13428L,Yes
S081 13428R,Yes
S081 14108,Yes
S081 14108,Yes
S081 14108,Yes
S081 14288,No
S081 14288L,Yes
S081 14288L,Yes
S081 14288R,No
S081 14448,No
S081 15491,Yes
S081 15491,Yes
S081 15491,Yes
S081 15568,Yes
S081 15568,Yes
S081 15616,No
S081 15616,No
S081 15616,No
S081 15871,Yes
S081 15956,Yes
S081 15971L,Yes
S081 15971R,Yes
S081 15996,Yes
S081 16034,Yes
S081 16054L,Yes
S081 16054R,Yes
S081 16132,Yes
S081 16191,Yes
S081 16191,Yes
S081 16191,Yes
S081 16191,Yes
S081 16577,No
S081 16577,No
S081 16590,No
S081 16590,No
S081 16877,No
S081 16877,No
S081 16877,No
S081 17161,No
S081 17161,No
S081 17727,No
S081 17727,No
S081 17820,No
S081 17820,No
S081 18005,No
S081 18972,No
S081 18972,No
S081 19065,No
S081 19065,No
S081 19383,No
S081 19383,No
S081 19495,No
S081 19495,No
S081 19696,No
S081 19696,No
S081 19696,No
S081 19696,No
S081 19850,No
S081 19850,No
S081 19850,No
S081 20306,No
S081 20306,No
S081 20306,No
S081 20319,No
S081 20319,No
S081 20809,Yes
S081 21468,Yes
S081 21468,Yes
S081 21468,Yes
S081 21468,Yes
S081 21468,Yes
S081 21468,Yes
S081 21489,Yes
S083 00228,No
S083 00228,No
S083 00228,No
S083 01212,Yes
S083 01212,Yes
S083 01364,Yes
S083 01364,Yes
S083 01364,Yes
S083 01432,Yes
S083 01432,Yes
S083 02604,Yes
S083 02604,Yes
S083 02604,Yes
S083 04289,No
S083 04610,No
S083 04610,No
S083 05519,Yes
S083 05519,Yes
S083 07765L,Yes
S083 07765L,Yes
S083 07765L,Yes
S083 07765L,Yes
S083 07765R,Yes
S083 07765R,Yes
S083 07765R,Yes
S083 07971,No
S083 07971,No
S083 08052L,Yes
S083 08052L,Yes
S083 08052L,Yes
S083 08052R,Yes
S083 08052R,Yes
S083 08052R,Yes
S083 08198L,No
S083 08198L,No
S083 08198L,No
S083 08198R,No
S083 08198R,No
S083 08198R,No
S083 08355,No
S083 08355,No
S083 08457,Yes
S083 08457,Yes
S083 08588,Yes
S083 11325,Yes
S083 13344R,No
S083 13350,No
S083 13350,No
S083 14787,Yes
S083 14810,Yes
S083 17024,No
S083 17024,No
S083 19849,Yes
S083 19849,Yes
S083 21414,No
S083 21739,No
S084 00579,Yes
S084 00579,Yes
S084 00762,Yes
S084 00825,Yes
S084 00895,No
S084 01627,No
S084 01789,No
S084 01789,No
S084 02033,No
S084 02161,No
S084 02254,Yes
S084 02254,Yes
S084 02348,No
S084 02394,No
S084 02687,No
S084 03063,No
S084 03230,No
S084 03381,Yes
S084 03381,Yes
S084 03381,Yes
S084 03381,Yes
S084 03412,Yes
S084 03412,Yes
S084 03412,Yes
S084 04020,Yes
S084 04020,Yes
S084 04362,Yes
S084 04362,Yes
S084 04362,Yes
S084 04418,Yes
S084 04482,Yes
S084 04482,Yes
S084 04482,Yes
S084 04571,Yes
S084 04571,Yes
S084 04644,Yes
S084 05117,No
S084 05136,Yes
S085 00090,No
S085 00108,No
S085 00108,No
S085 00402,Yes
S085 00402,Yes
S085 00402,Yes
S085 00402,Yes
S085 00402,Yes
S085 00402,Yes
S087 00827,Yes
S087 00827,Yes
S087 01592,Yes
S087 01592,Yes
S087 02276,Yes
S087 03059,Yes
S087 03312,No
S087 03647,No
S087 03647,No
S087 03809,No
S087 03809,No
S087 03961,No
S087 03961,No
S087 03976,No
S087 03976,No
S087 04142,No
S087 04394,No
S087 04394,No
S087 05644,No
S087 05647,Yes
S087 05702,No
S087 06418,No
S087 06736,No
S087 07103,No
S087 07316,Yes
S087 07512,Yes
S088 00647,Yes
S088 00907,Yes
S088 00937,Yes
S088 00991,Yes
S088 01491,Yes
S088 01675,Yes
S088 01936,Yes
S088 02616,No
S088 02616,No
S088 02616,No
S088 02801,No
S088 02801,No
S088 02801,No
S088 03306,No
S088 03306,No
S088 03667,No
S088 03911,No
S088 04121,No
S088 04206,No
S088 04223,No
S088 04289,No
S088 04522,No
S088 05117,No
S088 05117,No
S088 05357,No
S088 05695,No
S089 00364,Yes
S089 00364,Yes
S089 00441,Yes
S089 00441,Yes
S089 00506,Yes
S089 00506,Yes
S089 00602,Yes
S089 00602,Yes
S089 00681,Yes
S089 00681,Yes
S089 00736,No
S089 00798,Yes
S089 00798,Yes
S089 01045,No
S089 01240,No
S089 01358,No
S089 01514,No
S089 01608,Yes
S089 01608,Yes
S089 01720,Yes
S089 01720,Yes
S089 01942,Yes
S089 02110,Yes
S089 02110,Yes
S089 02269,Yes
S089 02352,Yes
S089 02352,Yes
S089 02449,Yes
S089 02526,Yes
S089 02595,Yes
S089 02691,Yes
S089 02709,Yes
S089 02709,Yes
S089 02831,Yes
S089 03067,Yes
S089 03274,No
S089 03274,No
S089 03274,No
S089 03382,No
S089 03382,No
S089 03382,No
S089 03529,No
S089 03529,No
S089 03529,No
S089 03586,No
S089 03586,No
S089 03586,No
S089 03805,No
S089 03805,No
S089 03805,No
S089 03923,Yes
S089 04017,Yes
S089 04084,Yes
S089 04223,Yes
S089 04327,Yes
S089 04327,Yes
S089 04869,No
S089 04965,Yes
S089 04965,Yes
S089 05119,Yes
S089 05119,Yes
S089 05267,No
S089 05367,No
S089 05581,No
S089 05737,No
S089 05962,Yes
S089 06025,Yes
S089 06035,Yes
S089 06047,Yes
S089 06062,Yes
S089 06328,No
S089 06429,No
S089 06429,No
S091 03900,Yes
S091 03900,Yes
S091 04598,Yes
S091 04598,Yes
S091 04731,Yes
S091 04933,Yes
S091 04933,Yes
S091 05170,Yes
S091 05170,Yes
S091 05322,Yes
S091 05636,Yes
S091 05636,Yes
S091 05803,Yes
S091 05803,Yes
S091 05893,Yes
S091 05893,Yes
S091 06256,No
S091 06687,Yes
S091 06687,Yes
S091 10307,No
S091 10307,No
S091 10383,No
S091 10498,No
S091 10498,No
S091 10782,No
S091 10782,No
S091 10910,No
S091 10910,No
S091 10910,No
S091 11033,No
S091 11063,No
S091 11894,No
S091 11894,No
S091 12184,No
S091 12234,No
S091 12456,Yes
S091 12620,Yes
S091 12834,Yes
S091 13006,Yes
S091 13325,No
S091 13403,No
S091 13885,No
S091 13959,No
S091 14103,Yes
S091 14103,Yes
S091 14175,No
S091 14175,No
S091 14175,No
S091 14656,No
S091 14788,No
S091 15228,No
S091 15250,Yes
S091 15478,No
S091 15612,No
S091 15860,No
S091 15881,No
S091 16473,No
S091 16919,No
S091 17273,No
S091 17846,No
S091 18294,No
S091 18294,No
S091 18573,No
S091 18573,No
S091 18606,No
S091 18606,No
S091 19072,Yes
S091 21333,Yes
S091 21333,Yes
S091 21367,Yes
S091 21718,Yes
S091 21718,Yes
S091 21743,Yes
S091 21743,Yes
S091 21901,Yes
S091 21901,Yes
S091 22009,Yes
S091 22009,Yes
S091 22060,Yes
S091 22060,Yes
S091 22483,Yes
S091 22483,Yes
S091 22610,Yes
S091 22949,Yes
S092 00574,Yes
S092 00876,Yes
S092 01693,No
S092 01693,No
S092 02005,No
S092 02425,No
S092 02714,Yes
S092 02714,Yes
S092 02714,Yes
S092 03290,Yes
S092 03290,Yes
S092 04153,Yes
S092 06827,No
S092 06827,No
S092 07000,Yes
S092 07164,Yes
S092 07164,Yes
S092 11551,No
S092 11551,No
S092 22501,No
S092 22501,No
S092 24469,Yes
S092 24469,Yes
S092 24514,Yes
S092 24514,Yes
S092 24769A,Yes
S092 24812A,Yes
S092 24863,Yes
S092 24863,Yes
S092 24863,Yes
S092 25033,No
S092 25070,No
S092 25070,No
S092 25333,No
S092 30037,No
S092 30037,No
S092 30077,Yes
S092 30077,Yes
S092 30077,Yes
S092 30376,Yes
S092 30376,Yes
S092 30848,Yes
S092 30848,Yes
S092 30968,Yes
S092 30968,Yes
S092 30985,No
S092 31026,No
S092 31386,No
S092 31965,No
S092 31965,No
S092 31965,No
S092 32884,No
S092 32884,No
S092 33116,No
S092 33147,Yes
S092 33147,Yes
S092 33147,Yes
S092 33311,No
S092 33431,No
S092 33775,Yes
S092 33775,Yes
S092 33775,Yes
S092 33887,No
S092 33971,No
S092 34069,No
S092 34865,No
S092 35195,Yes
S092 36736,Yes
S092 36736,Yes
S092 36868,No
S092 37617,No
S092 38092,Yes
S092 38367,Yes
S092 38387,Yes
S092 38425,Yes
S092 38521,No
S092 38521,No
S092 39086,No
S092 39086,No
S092 40864,No
S092 40864,No
S092 40864,No
S092 41398,No
S092 41398,No
S092 41790,No
S092 41790,No
S092 43563,Yes
S092 43563,Yes
S092 43563,Yes
S092 43563,Yes
S092 44003,Yes
S092 44003,Yes
S092 44003,Yes
S092 44217,No
S092 44217,No
S092 44369,No
S092 44676,Yes
S092 44676,Yes
S092 44676,Yes
S092 45740,No
S092 45740,No
S092 46087,No
S092 46087,No
S092 46106,No
S092 46106,No
S092 46106,No
S092 46256,No
S092 46256,No
S092 46256,No
S092 46256L,Yes
S092 46282,No
S092 46282,No
S092 46282L,Yes
S092 46400,Yes
S092 46400,Yes
S092 46425,No
S092 46635,Yes
S092 46635,Yes
S094 00025,No
S094 00025,No
S094 00025,No
S094 00055,No
S094 00218,No
S094 00552,No
S094 01122,Yes
S094 01122,Yes
S094 01122,Yes
S094 01122,Yes
S094 01301,Yes
S094 01745,No
S095 00492,No
S095 00492,No
S095 00702,No
S095 00702,No
S097 06894,No
S097 09250,No
S097 09250,No
S097 11855,No
S097 13367,Yes
S098 00072,No
S098 00072,No
S098 00072,No
S098 00354,Yes
S098 00354,Yes
S098 00354,Yes
S098 00512,Yes
S098 01161,No
S098 01614,No
S098 01935,No
S098 01935,No
S099 00886,No
S099 00886,No
S099 00924,No
S099 00924,No
S099 00997,No
S099 00997,No
S103 00417,Yes
S103 00417,Yes
S103 00541,No
S103 00541,No
S103 00975,No
S103 02200,Yes
S103 02465,No
S103 03039,No
S103 03514,Yes
S103 03514,Yes
S103 03639,Yes
S103 03639,Yes
S103 03685,Yes
S103 03685,Yes
S103 03802,Yes
S103 03802,Yes
S103 03920,Yes
S103 03920,Yes
S103 03920,Yes
S103 03920,Yes
S103 03920,Yes
S103 04036,Yes
S103 04036,Yes
S103 04123,Yes
S103 04123,Yes
S103 04249,Yes
S103 04249,Yes
S103 04249,Yes
S103 04249,Yes
S103 04630,No
S103 05061,No
S103 05579,No
S103 05579,No
S103 05614,No
S103 05614,No
S103 05660,No
S103 05764,No
S103 05764,No
S105 00234,No
S105 00703,No
S105 00703,No
S105 01368,No
S105 01368,No
S105 01771,No
S105 01771,No
S105 02395,No
S105 02567,No
S105 02688,No
S109 00464,No
S109 01135,No
S109 01135,No
S109 01248,No
S109 01248,No
S112 00212,No
S112 00212,No
S112 00212,No
S112 00295,No
S112 00373,No
S112 00373,No
S112 00373,No
S112 01122,No
S112 01283,No
S116 00062,Yes
S116 00062,Yes
S116 00062,Yes
S116 00062,Yes
S116 00090,No
S116 00090,No
S116 00090,No
S116 00267,Yes
S116 00267,Yes
S116 00385,No
S116 00385,No
S116 00514,No
S116 00514,No
S116 00514,No
S116 00588,No
S116 00588,No
S121 01091,No
S121 01091,No
S121 01264,No
S121 01264,No
S121 02858,No
S121 03271,No
S121 03271,No
S121 03473,No
S121 04559,No
S121 04559,No
S121 04773,No
S121 04773,No
S121 06970,Yes
S121 06970,Yes
S121 06997,Yes
S121 06997,Yes
S121 07212,No
S121 07791,No
S121 07962,No
S121 07962,No
S128 00156,Yes
S128 00663,No
S128 01489,Yes
S128 01489,Yes
S128 01489,Yes
S129 00008L,Yes
S129 00008L,Yes
S129 00008L,Yes
S129 00008R,Yes
S129 00008R,Yes
S129 00008R,Yes
S129 00038,Yes
S129 00038,Yes
S129 00038,Yes
S129 00039,Yes
S129 00039,Yes
S129 00039,Yes
S129 00107L,Yes
S129 00107L,Yes
S129 00107L,Yes
S129 00107L,Yes
S129 00107R,Yes
S129 00107R,Yes
S129 00107R,Yes
S129 00107R,Yes
S129 00123L,Yes
S129 00123L,Yes
S129 00123L,Yes
S129 00123R,Yes
S129 00123R,Yes
S129 00123R,Yes
S129 00123R,Yes
S129 00150L,Yes
S129 00150L,Yes
S129 00150L,Yes
S129 00150L,Yes
S129 00150R,Yes
S129 00150R,Yes
S129 00150R,Yes
S129 00150R,Yes
S129 00150R,Yes
S129 00201,No
S129 00321,Yes
S129 00321,Yes
S129 00321,Yes
S133 00052,No
S133 00155,No
S133 00591L,Yes
S133 00591R,Yes
S136 00212A,No
S136 00212B,No
S136 00212C,No
S136 00237,Yes
S136 00453,No
S136 00556,Yes
S136 00556,Yes
S136 00556,Yes
S136 00623,No
S136 00740,No
S136 00840,No
S136 01048,No
S136 01048,No
S136 01212,No
S136 01270,No
S136 01270,No
S136 01406,No
S136 01462,Yes
S136 01462,Yes
S136 01615,No
S136 01767,Yes
S136 01912,No
S136 02083,Yes
S136 02083,Yes
S136 02245,Yes
S136 02245,Yes
S136 02509,Yes
S136 02509,Yes
S136 02915,No
S136 03039,Yes
S136 03124,Yes
S136 03258,Yes
S136 03475,Yes
S136 03656,Yes
S136 03656,Yes
S136 03760,No
S136 04128,Yes
S136 04128,Yes
S136 04250,No
S136 04312,No
S136 04420,No
S136 04548,No
S136 04629,No
S136 04857,No
S136 05029,No
S136 05108,No
S136 05304,No
S136 05643,No
S136 06247,No
S136 06247,No
S136 06560,No
S136 06604,No
S136 06604,No
S136 06615,No
S136 06615,No
S136 06704,No
S136 06704,No
S136 06713,No
S136 06713,No
S136 06866,No
S136 06866,No
S136 06893,No
S136 06893,No
S136 06944,No
S136 07069,No
S136 07069,No
S136 07118,No
S136 07261,No
S136 07261,No
S136 07566,No
S136 07825,No
S136 07981,No
S136 08180,Yes
S136 08180,Yes
S136 08306,Yes
S136 08509,Yes
S136 08509,Yes
S136 08607,No
S136 08637,No
S136 08987,Yes
S136 08987,Yes
S136 09104,No
S136 09104,No
S136 09193,No
S136 09317,No
S136 09317,No
S136 09317,No
S136 09557,No
S136 09557,No
S136 09596,No
S136 09596,No
S136 09777,No
S136 09814,No
S136 09814,No
S136 10848,Yes
S136 10848,Yes
S136 11811,No
S136 12011,No
S136 12297,No
S136 12380,No
S136 12738,Yes
S136 12875,No
S136 12875,No
S136 12950,Yes
S136 12950,Yes
S136 12950,Yes
S136 13214,Yes
S136 13214,Yes
S136 13214,Yes
S136 13353,No
S136 13494,No
S136 13494,No
S136 14276,Yes
S136 14840,Yes
S136 14931,No
S136 14943,No
S136 14969,No
S136 14969,No
S136 15156,No
S136 15156,No
S136 15171,No
S136 15223,No
S136 17726,Yes
S136 17726,Yes
S136 17726,Yes
S136 17726,Yes
S136 17726,Yes
S136 18020,Yes
S136 18020,Yes
S136 18460,Yes
S136 18607,Yes
S136 19041,Yes
S136 19063,Yes
S136 19187,Yes
S136 19707,Yes
S136 19707,Yes
S136 19906,Yes
S136 19906,Yes
S136 20392,No
S136 20392,No
S136 20392,No
S136 20392,No
S136 20404,No
S136 20917,No
S136 20917,No
S136 20939,No
S136 20939,No
S136 21067,No
S136 21086,Yes
S136 21259,No
S136 21474,No
S136 21964,Yes
S136 21964,Yes
S136 21964,Yes
S136 22135,Yes
S136 22495,No
S136 22863,No
S136 22863,No
S136 23131,Yes
S136 23131,Yes
S136 23131,Yes
S136 23172,Yes
S136 23172,Yes
S136 23246,No
S136 24018,No
S137 00121,No
S137 01328,No
S138 00401,No
S138 00401,No
S138 00450,Yes
S138 00513,Yes
S138 00513,Yes
S138 00654,Yes
S138 00654,Yes
S138 00935,Yes
S138 00970,No
S138 01048,Yes
S138 01048,Yes
S159 00771,No
S159 00816,Yes
S159 00912,Yes
S159 01306,No
S159 01373,Yes
S180 00079,No
S180 00079R,No
S180 00144,No
S180 00164,No
S180 00164,No
S180 00205,No
S180 00205,No
S180 00205,No
S180 00206,No
S180 00206,No
S180 00206,No
S180 00228L,Yes
S180 00228L,Yes
S180 00228L,Yes
S180 00228L,Yes
S180 00228R,Yes
S180 00228R,Yes
S180 00228R,Yes
S180 00228R,Yes
S180 00255,No
S180 00262L,No
S180 00262L,No
S180 00262L,No
S180 00262R,Yes
S180 00262R,Yes
S180 00262R,Yes
S180 00262R,Yes
S180 00283L,Yes
S180 00283R,Yes
S180 00297L,Yes
S180 00297R,Yes
S180 00323L,Yes
S180 00323R,Yes
S183 00064,No
S183 00064,No
S183 00594,Yes
S183 00594,Yes
S183 00594,Yes
S183 01755,Yes
S183 01755,Yes
S183 01917L,Yes
S183 02243,No
S183 03165,Yes
S183 03487,Yes
S183 03964,Yes
S183 03964,Yes
S183 03964,Yes
S183 04603,Yes
S183 04720,Yes
S183 04720,Yes
S183 04720,Yes
S183 04841,Yes
S183 04841,Yes
S183 04864,Yes
S183 04864,Yes
S183 04883,Yes
S183 04883,Yes
S183 04906,Yes
S183 04981,Yes
S183 05048,No
S183 05351,Yes
S183 05351,Yes
S183 06281,Yes
S183 06281,Yes
S183 06465,Yes
S183 06465,Yes
S183 06465,Yes
S183 06898,Yes
S183 06898,Yes
S183 07078,Yes
S183 07078,Yes
S183 07215,Yes
S183 07981,Yes
S183 08024,No
S183 08175,No
S183 08639,No
S183 08709,No
S183 08867,Yes
S183 08867,Yes
S183 08904,No
S183 08934,No
S183 09361,No
S183 09677,Yes
S183 09901,Yes
S183 09901,Yes
S183 09927,Yes
S183 09927,Yes
S183 09927,Yes
S183 10638,Yes
S183 10638,Yes
S183 11217,No
S183 11356,No
S183 11375,No
S183 11396,No
S183 11579,Yes
S183 11579,Yes
S183 12438,Yes
S183 12438,Yes
S183 13617,Yes
S183 13617,Yes
S183 14474,Yes
S183 14474,Yes
S183 19422,No
S183 19422,No
S183 20252,Yes
S183 20723,No
S183 21523,No
S183 21523,No
S183 22319,No
S183 22319,No
S250 03766,Yes
S250 04552,No
S275 01567,Yes
S275 01781,Yes
S275 01781,Yes
S275 02146,Yes
S275 02146,Yes
S275 02170,No
S275 02373,No
S275 02650,No
S275 02650,No
S275 03181,No
S275 03181,No
S275 03181,No
S275 03272,Yes
S275 03272,Yes
S275 03272,Yes
S275 03272,Yes
S275 03493,No
S275 03493,No
S275 03501,No
S275 03501,No
S275 03596,No
S275 03596,No
S275 03596,No
S275 03651,No
S275 03651,No
S275 03757,No
S275 03757,No
S275 03859,No
S275 03859,No
S275 03900,Yes
S275 03900,Yes
S275 03900,Yes
S275 04095,Yes
S275 04095,Yes
S275 04095,Yes
S275 04515,Yes
S275 04515,Yes
S275 04515,Yes
S275 04621,No
S275 04621,No
S275 04621,No
S275 04703,No
S275 04703,No
S275 04929,No
S275 05100,No
S275 05100,No
S275 05319,No
S275 05319,No
S275 05617,Yes
S275 05617,Yes
S275 05834,Yes
S275 05834,Yes
S275 05949,No
S275 05949,No
S275 06056,Yes
S275 06056,Yes
S275 06090,No
S275 06090,No
S275 06611L,No
S275 06611L,No
S275 06611R,Yes
S275 06673L,Yes
S275 06673R,Yes
S275 06681,Yes
S275 06730L,Yes
S275 06730R,Yes
S275 06764L,Yes
S275 06764R,Yes
S275 06854,Yes
S275 06918,Yes
S275 07005,Yes
S275 07202,Yes
S275 07547,No
S275 07714,Yes
S275 07714,Yes
S275 07714,Yes
S275 07714,Yes
S275 07714,Yes
S275 07814,Yes
S275 08144,Yes
S275 08144,Yes
S275 08144,Yes
S275 08144,Yes
S275 08248,Yes
S275 08450,Yes
S275 08742,No
S275 08742,No
S275 08742,No
S275 08860,Yes
S275 08860,Yes
S275 08860,Yes
S275 09309,No
S275 09309,No
S275 09309,No
S275 09504,No
S275 09508,No
S275 09561,No
S275 09644,No
S275 09644,No
S275 09644,No
S275 09803,No
S275 09803,No
S275 10009,No
S275 10009,No
S275 10009,No
S275 10448,No
S275 10448,No
S275 10468,No
S275 10468,No
S275 10530,No
S275 10530,No
S275 10608,No
S275 10608,No
S275 10798,No
S275 10798,No
S275 11438,No
S275 11475,No
S275 11475,No
S275 11639,No
S275 11639,No
S275 11639,No
S275 11799,No
S275 12018,No
S275 12018,No
S275 12542,No
S275 12542,No
S275 12542,No
S275 12547,Yes
S275 12587,Yes
S275 12627,Yes
S275 12627,Yes
S275 12670,Yes
S275 12670,Yes
S275 12670,Yes
S275 12888,Yes
S275 12888,Yes
S275 12888,Yes
S275 13258,Yes
S275 13258,Yes
S275 13258,Yes
S275 13376,Yes
S275 13429,Yes
S275 15299,Yes
S275 15299,Yes
S275 15369,Yes
S275 15424L,Yes
S275 15424R,No
S275 15472,Yes
S275 15787,Yes
S275 15848L,Yes
S275 15848R,Yes
S275 16065,Yes
S275 16407,Yes
S275 16474L,Yes
S275 16474R,Yes
S275 16499,Yes
S275 16648,Yes
S275 16648,Yes
S275 16648,Yes
S275 16664,Yes
S275 16664,Yes
